Date,Region,total_streams
2017-10-17,fr,9171674
2017-10-17,gb,17483916
2017-10-17,global,206125349
2017-10-17,gr,166660
2017-10-17,gt,497451
2017-10-17,hk,830432
2017-10-17,hn,227405
2017-10-17,hu,416855
2017-10-17,id,4349560
2017-10-17,ie,1764304
2017-10-17,is,222422
2017-10-17,it,6782350
2017-10-17,jp,1103256
2017-10-17,lt,90228
2017-10-17,lv,98398
2017-10-17,mx,16742952
2017-10-17,my,2022182
2017-10-17,nl,9095076
2017-10-17,no,5069729
2017-10-17,nz,2300732
2017-10-17,pa,361093
2017-10-17,pe,2997922
2017-10-17,ph,9723753
2017-10-17,pl,2027772
2017-10-17,pt,1228819
2017-10-17,py,463885
2017-10-17,se,7867734
2017-10-17,sg,2149985
2017-10-17,sk,114347
2017-10-17,sv,216949
2017-10-17,tr,2760023
2017-10-17,tw,1288964
2017-10-17,us,72145393
2017-10-17,uy,549822
2017-10-18,ar,7666096
2017-10-18,at,929948
2017-10-18,au,10461218
2017-10-18,be,1588350
2017-10-18,bo,309688
2017-10-18,br,19267690
2017-10-18,ca,9472314
2017-10-18,ch,1303609
2017-10-18,cl,6592337
2017-10-18,co,2127881
2017-10-18,cr,1021782
2017-10-18,cz,598101
2017-10-18,de,16230150
2017-10-18,dk,3665776
2017-10-18,do,371729
2017-10-18,ec,896290
2017-10-18,es,9708945
2017-10-18,fi,3281422
2017-10-18,fr,9757616
2017-10-18,gb,17626011
2017-10-18,global,207593120
2017-10-18,gr,158826
2017-10-18,gt,514541
2017-10-18,hk,831873
2017-10-18,hn,225325
2017-10-18,hu,425656
2017-10-18,id,4320206
2017-10-18,ie,1682652
2017-10-18,is,228341
2017-10-18,it,7173168
2017-10-18,jp,1089777
2017-10-18,lt,91816
2017-10-18,lv,98691
2017-10-18,mx,17090384
2017-10-18,my,1791148
2017-10-18,nl,9103578
2017-10-18,no,5137502
2017-10-18,nz,2350922
2017-10-18,pa,360885
2017-10-18,pe,3035430
2017-10-18,ph,8992562
2017-10-18,pl,2030059
2017-10-18,pt,1226973
2017-10-18,py,453542
2017-10-18,se,8047370
2017-10-18,sg,1967149
2017-10-18,sk,114961
2017-10-18,sv,234431
2017-10-18,tr,2789008
2017-10-18,tw,1352568
2017-10-18,us,72755551
2017-10-18,uy,574884
2017-10-19,ar,7906027
2017-10-19,at,949648
2017-10-19,au,10432513
2017-10-19,be,1460141
2017-10-19,bo,327205
2017-10-19,br,19660941
2017-10-19,ca,9483835
2017-10-19,ch,1344441
2017-10-19,cl,6790554
2017-10-19,co,2176017
2017-10-19,cr,1056664
2017-10-19,cz,588974
2017-10-19,de,16543913
2017-10-19,dk,3688760
2017-10-19,do,386728
2017-10-19,ec,910691
2017-10-19,es,10321764
2017-10-19,fi,3298092
2017-10-19,fr,9235716
2017-10-19,gb,17768971
2017-10-19,global,209137776
2017-10-19,gr,160049
2017-10-19,gt,544150
2017-10-19,hk,819153
2017-10-19,hn,240823
2017-10-19,hu,445136
2017-10-19,id,4294864
2017-10-19,ie,1663801
2017-10-19,is,239599
2017-10-19,it,7265130
2017-10-19,jp,1084223
2017-10-19,lt,87019
2017-10-19,lv,111904
2017-10-19,mx,17281333
2017-10-19,my,2023878
2017-10-19,nl,8999607
2017-10-19,no,5181383
2017-10-19,nz,2399578
2017-10-19,pa,372036
2017-10-19,pe,3043486
2017-10-19,ph,9206139
2017-10-19,pl,2038502
2017-10-19,pt,1248181
2017-10-19,py,401397
2017-10-19,se,8049924
2017-10-19,sg,2220991
2017-10-19,sk,121007
2017-10-19,sv,248304
2017-10-19,tr,2810189
2017-10-19,tw,1228293
2017-10-19,us,73257630
2017-10-19,uy,586054
2017-10-20,ar,8777046
2017-10-20,at,1058334
2017-10-20,au,10344327
2017-10-20,be,1685170
2017-10-20,bo,340382
2017-10-20,br,21338515
2017-10-20,ca,9510645
2017-10-20,ch,1570297
2017-10-20,cl,7161870
2017-10-20,co,2352185
2017-10-20,cr,1099948
2017-10-20,cz,625367
2017-10-20,de,19695132
2017-10-20,dk,4112402
2017-10-20,do,439401
2017-10-20,ec,988361
2017-10-20,ee,96618
2017-10-20,es,11069003
2017-10-20,fi,3684988
2017-10-20,fr,14922194
2017-10-20,gb,19998457
2017-10-20,global,225192308
2017-10-20,gr,179961
2017-10-20,gt,543681
2017-10-20,hk,818148
2017-10-20,hn,265156
2017-10-20,hu,484319
2017-10-20,id,4209436
2017-10-20,ie,1842485
2017-10-20,is,276332
2017-10-20,it,7832737
2017-10-20,jp,1040791
2017-10-20,lt,103450
2017-10-20,lv,117645
2017-10-20,mx,18275606
2017-10-20,my,1977179
2017-10-20,nl,9527649
2017-10-20,no,5849748
2017-10-20,nz,2511905
2017-10-20,pa,410214
2017-10-20,pe,3136434
2017-10-20,ph,8889730
2017-10-20,pl,2284584
2017-10-20,pt,1317922
2017-10-20,py,486659
2017-10-20,se,9682243
2017-10-20,sg,2193283
2017-10-20,sk,131521
2017-10-20,sv,261988
2017-10-20,tr,2874040
2017-10-20,tw,1263981
2017-10-20,us,80598763
2017-10-20,uy,659416
2017-10-21,ar,9122351
2017-10-21,at,1015055
2017-10-21,au,9989912
2017-10-21,be,1758554
2017-10-21,bo,336697
2017-10-21,br,21332981
2017-10-21,ca,8858437
2017-10-21,ch,1464386
2017-10-21,cl,7089682
2017-10-21,co,2391579
2017-10-21,cr,1067700
2017-10-21,cz,537294
2017-10-21,de,19015876
2017-10-21,dk,3765958
2017-10-21,do,479804
2017-10-21,ec,1028497
2017-10-21,es,11312739
2017-10-21,fi,3829081
2017-10-21,fr,14248915
2017-10-21,gb,18295319
2017-10-21,global,212461917
2017-10-21,gr,193482
2017-10-21,gt,505751
2017-10-21,hk,809480
2017-10-21,hn,279312
2017-10-21,hu,399286
2017-10-21,id,3975759
2017-10-21,ie,1850169
2017-10-21,is,245393
2017-10-21,it,7542117
2017-10-21,jp,1130257
2017-10-21,lt,88663
2017-10-21,lv,107810
2017-10-21,mx,18603296
2017-10-21,my,1795783
2017-10-21,nl,8762433
2017-10-21,no,5241809
2017-10-21,nz,2222563
2017-10-21,pa,422677
2017-10-21,pe,3151582
2017-10-21,ph,8784991
2017-10-21,pl,2236572
2017-10-21,pt,1270385
2017-10-21,py,497287
2017-10-21,se,8975433
2017-10-21,sg,1939672
2017-10-21,sk,120206
2017-10-21,sv,256807
2017-10-21,tr,2899081
2017-10-21,tw,1124001
2017-10-21,us,72416814
2017-10-21,uy,593413
2017-10-22,ar,8076666
2017-10-22,at,842601
2017-10-22,au,10030869
2017-10-22,be,1517982
2017-10-22,bo,253930
2017-10-22,br,17325333
2017-10-22,ca,8046958
2017-10-22,ch,1187543
2017-10-22,cl,6229921
2017-10-22,co,2043771
2017-10-22,cr,910409
2017-10-22,cz,530921
2017-10-22,de,15317318
2017-10-22,dk,3197808
2017-10-22,do,409049
2017-10-22,ec,912467
2017-10-22,es,9328707
2017-10-22,fi,3037194
2017-10-22,fr,11426856
2017-10-22,gb,15555686
2017-10-22,global,185771643
2017-10-22,gr,158109
2017-10-22,gt,446133
2017-10-22,hk,760561
2017-10-22,hn,230713
2017-10-22,hu,317343
2017-10-22,id,3960786
2017-10-22,ie,1618274
2017-10-22,is,191118
2017-10-22,it,5991801
2017-10-22,jp,1149158
2017-10-22,lv,87326
2017-10-22,mx,15750291
2017-10-22,my,1775467
2017-10-22,nl,7400345
2017-10-22,no,4265969
2017-10-22,nz,2090495
2017-10-22,pa,329170
2017-10-22,pe,2668155
2017-10-22,ph,8673709
2017-10-22,pl,1895035
2017-10-22,pt,1106005
2017-10-22,py,413933
2017-10-22,se,7161629
2017-10-22,sg,1917989
2017-10-22,sk,101551
2017-10-22,sv,225298
2017-10-22,tr,2626446
2017-10-22,tw,1112975
2017-10-22,us,64288243
2017-10-22,uy,512889
2017-10-23,ar,7488967
2017-10-23,at,891955
2017-10-23,au,10378350
2017-10-23,be,1501166
2017-10-23,bo,291632
2017-10-23,br,18083390
2017-10-23,ca,8627358
2017-10-23,ch,1348658
2017-10-23,cl,6543594
2017-10-23,co,2088473
2017-10-23,cr,994694
2017-10-23,cz,586372
2017-10-23,de,15952979
2017-10-23,dk,3624129
2017-10-23,do,364820
2017-10-23,ec,843894
2017-10-23,ee,82256
2017-10-23,es,9607257
2017-10-23,fi,3214507
2017-10-23,fr,12699466
2017-10-23,gb,17854903
2017-10-23,global,201728096
2017-10-23,gr,146950
2017-10-23,gt,501441
2017-10-23,hk,823717
2017-10-23,hn,213349
2017-10-23,hu,321974
2017-10-23,id,4240967
2017-10-23,ie,1668778
2017-10-23,is,235858
2017-10-23,it,6773857
2017-10-23,jp,1188775
2017-10-23,lv,102558
2017-10-23,mx,16050753
2017-10-23,my,1925284
2017-10-23,nl,9047793
2017-10-23,no,4951946
2017-10-23,nz,2272032
2017-10-23,pa,323122
2017-10-23,pe,2920087
2017-10-23,ph,9147898
2017-10-23,pl,1995005
2017-10-23,pt,1201808
2017-10-23,py,414782
2017-10-23,se,7840980
2017-10-23,sg,2229285
2017-10-23,sk,114109
2017-10-23,sv,218427
2017-10-23,tr,2875470
2017-10-23,tw,1211927
2017-10-23,us,70801301
2017-10-23,uy,562098
2017-10-24,ar,7884048
2017-10-24,at,922029
2017-10-24,au,10544843
2017-10-24,be,1510159
2017-10-24,bo,326118
2017-10-24,br,18898135
2017-10-24,ca,8816360
2017-10-24,ch,1352632
2017-10-24,cl,6726898
2017-10-24,co,2219649
2017-10-24,cr,1044597
2017-10-24,cz,599111
2017-10-24,de,16056434
2017-10-24,dk,3710655
2017-10-24,do,386418
2017-10-24,ec,898599
2017-10-24,ee,82190
2017-10-24,es,9994997
2017-10-24,fi,3173192
2017-10-24,fr,12132751
2017-10-24,gb,17675236
2017-10-24,global,206812239
2017-10-24,gr,154380
2017-10-24,gt,506259
2017-10-24,hk,846048
2017-10-24,hn,226309
2017-10-24,hu,402739
2017-10-24,id,4363071
2017-10-24,ie,1680732
2017-10-24,is,235238
2017-10-24,it,6953461
2017-10-24,jp,1158420
2017-10-24,lv,103975
2017-10-24,mx,16947773
2017-10-24,my,1980308
2017-10-24,nl,9129316
2017-10-24,no,4843374
2017-10-24,nz,2318150
2017-10-24,pa,352592
2017-10-24,pe,3103164
2017-10-24,ph,9335818
2017-10-24,pl,2093425
2017-10-24,pt,1244023
2017-10-24,py,474892
2017-10-24,se,7813108
2017-10-24,sg,2225218
2017-10-24,sk,111066
2017-10-24,sv,228477
2017-10-24,tr,2928931
2017-10-24,tw,1312141
2017-10-24,us,72322283
2017-10-24,uy,594323
2017-10-25,ar,8152090
2017-10-25,at,1035748
2017-10-25,au,10517605
2017-10-25,be,1652614
2017-10-25,bo,340921
2017-10-25,br,19459833
2017-10-25,ca,8840507
2017-10-25,ch,1377921
2017-10-25,cl,6871543
2017-10-25,co,2267661
2017-10-25,cr,1052724
2017-10-25,cz,622490
2017-10-25,de,16066642
2017-10-25,dk,3745610
2017-10-25,do,402594
2017-10-25,ec,921504
2017-10-25,es,10103533
2017-10-25,fi,3122379
2017-10-25,fr,11924942
2017-10-25,gb,18097327
2017-10-25,global,210741515
2017-10-25,gr,162701
2017-10-25,gt,513611
2017-10-25,hk,826364
2017-10-25,hn,232322
2017-10-25,hu,426816
2017-10-25,id,4312262
2017-10-25,ie,1733286
2017-10-25,is,241910
2017-10-25,it,7015854
2017-10-25,jp,1151941
2017-10-25,lt,85740
2017-10-25,lv,113793
2017-10-25,mx,16911994
2017-10-25,my,1988948
2017-10-25,nl,9282861
2017-10-25,no,5009287
2017-10-25,nz,2311293
2017-10-25,pa,348547
2017-10-25,pe,3125883
2017-10-25,ph,9271404
2017-10-25,pl,2133150
2017-10-25,pt,1282286
2017-10-25,py,417681
2017-10-25,se,7938791
2017-10-25,sg,2255375
2017-10-25,sk,113056
2017-10-25,sv,246449
2017-10-25,tr,2896883
2017-10-25,tw,1353423
2017-10-25,us,73835516
2017-10-25,uy,614607
2017-10-26,ar,8422239
2017-10-26,at,938090
2017-10-26,au,10507357
2017-10-26,be,1520600
2017-10-26,bo,362913
2017-10-26,br,20019287
2017-10-26,ca,8939930
2017-10-26,ch,1401923
2017-10-26,cl,7233729
2017-10-26,co,2309319
2017-10-26,cr,1087041
2017-10-26,cz,658700
2017-10-26,de,16504501
2017-10-26,dk,3871379
2017-10-26,do,418596
2017-10-26,ec,928522
2017-10-26,es,10626701
2017-10-26,fi,3080907
2017-10-26,fr,11591656
2017-10-26,gb,18151208
2017-10-26,global,213214348
2017-10-26,gr,170926
2017-10-26,gt,518126
2017-10-26,hk,822951
2017-10-26,hn,239199
2017-10-26,hu,435129
2017-10-26,id,4277610
2017-10-26,ie,1741791
2017-10-26,is,241847
2017-10-26,it,7094344
2017-10-26,jp,1149714
2017-10-26,lv,106048
2017-10-26,mx,17105569
2017-10-26,my,1999166
2017-10-26,nl,9268223
2017-10-26,no,5141279
2017-10-26,nz,2380046
2017-10-26,pa,377406
2017-10-26,pe,3193062
2017-10-26,ph,9429706
2017-10-26,pl,2146542
2017-10-26,pt,1274920
2017-10-26,py,413895
2017-10-26,se,8173589
2017-10-26,sg,2264856
2017-10-26,sk,118684
2017-10-26,sv,237452
2017-10-26,tr,2925244
2017-10-26,tw,1246251
2017-10-26,us,74512222
2017-10-26,uy,605272
2017-10-27,ar,8683365
2017-10-27,at,1020726
2017-10-27,au,10612102
2017-10-27,be,1622047
2017-10-27,bo,373822
2017-10-27,br,21605053
2017-10-27,ca,9182541
2017-10-27,ch,1495237
2017-10-27,cl,7119766
2017-10-27,co,2480411
2017-10-27,cr,1095217
2017-10-27,cz,664703
2017-10-27,de,18962749
2017-10-27,dk,4400489
2017-10-27,do,471400
2017-10-27,ec,1000809
2017-10-27,ee,93460
2017-10-27,es,10808034
2017-10-27,fi,3627211
2017-10-27,fr,12237339
2017-10-27,gb,19824615
2017-10-27,global,222822182
2017-10-27,gr,193191
2017-10-27,gt,542750
2017-10-27,hk,806062
2017-10-27,hn,248955
2017-10-27,hu,487014
2017-10-27,id,4199380
2017-10-27,ie,1847134
2017-10-27,is,251611
2017-10-27,it,7838313
2017-10-27,jp,1088028
2017-10-27,lt,101666
2017-10-27,lv,106779
2017-10-27,mx,18357805
2017-10-27,my,1924191
2017-10-27,nl,10745158
2017-10-27,no,5890309
2017-10-27,nz,2456821
2017-10-27,pa,413952
2017-10-27,pe,3186553
2017-10-27,ph,9057361
2017-10-27,pl,2299425
2017-10-27,pt,1345411
2017-10-27,py,482797
2017-10-27,se,9599059
2017-10-27,sg,2200040
2017-10-27,sk,134274
2017-10-27,sv,248826
2017-10-27,tr,2955723
2017-10-27,tw,1262031
2017-10-27,us,77644913
2017-10-27,uy,590681
2017-10-28,ar,9397097
2017-10-28,at,943820
2017-10-28,au,10262326
2017-10-28,be,1701680
2017-10-28,bo,334030
2017-10-28,br,22020942
2017-10-28,ca,8611387
2017-10-28,ch,1428844
2017-10-28,cl,6221893
2017-10-28,co,2376288
2017-10-28,cr,1053888
2017-10-28,cz,568266
2017-10-28,de,18110849
2017-10-28,dk,3736685
2017-10-28,do,478146
2017-10-28,ec,1005887
2017-10-28,es,11320658
2017-10-28,fi,3574649
2017-10-28,fr,10889971
2017-10-28,gb,18375783
2017-10-28,global,209232952
2017-10-28,gr,168725
2017-10-28,gt,508655
2017-10-28,hk,756169
2017-10-28,hn,248891
2017-10-28,hu,415425
2017-10-28,id,3928701
2017-10-28,ie,1846309
2017-10-28,is,212834
2017-10-28,it,7415329
2017-10-28,jp,1154889
2017-10-28,mx,17958639
2017-10-28,my,1773627
2017-10-28,nl,9170879
2017-10-28,no,5352976
2017-10-28,nz,2324514
2017-10-28,pa,403348
2017-10-28,pe,3132606
2017-10-28,ph,8808660
2017-10-28,pl,2312533
2017-10-28,pt,1257158
2017-10-28,py,544706
2017-10-28,se,9033520
2017-10-28,sg,1993146
2017-10-28,sk,120196
2017-10-28,sv,227194
2017-10-28,tr,2885750
2017-10-28,tw,1102746
2017-10-28,us,69525650
2017-10-28,uy,635406
2017-10-29,ar,7688176
2017-10-29,at,840372
2017-10-29,au,10032174
2017-10-29,be,1539917
2017-10-29,bo,260707
2017-10-29,br,17639056
2017-10-29,ca,7876024
2017-10-29,ch,1173699
2017-10-29,cl,5673449
2017-10-29,co,1974835
2017-10-29,cr,889408
2017-10-29,cz,522120
2017-10-29,de,15634431
2017-10-29,dk,3302984
2017-10-29,do,402202
2017-10-29,ec,918934
2017-10-29,es,9484919
2017-10-29,fi,2865971
2017-10-29,fr,9330220
2017-10-29,gb,15416828
2017-10-29,global,184824662
2017-10-29,gr,161661
2017-10-29,gt,444817
2017-10-29,hk,764554
2017-10-29,hn,214781
2017-10-29,hu,326036
2017-10-29,id,3952340
2017-10-29,ie,1804990
2017-10-29,is,155140
2017-10-29,it,6420491
2017-10-29,jp,1219935
2017-10-29,mx,15001531
2017-10-29,my,1781853
2017-10-29,nl,8250424
2017-10-29,no,4417745
2017-10-29,nz,2232814
2017-10-29,pa,339873
2017-10-29,pe,2795358
2017-10-29,ph,8297855
2017-10-29,pl,2038203
2017-10-29,pt,1115150
2017-10-29,py,411545
2017-10-29,se,7459559
2017-10-29,sg,1965578
2017-10-29,sk,98291
2017-10-29,sv,211454
2017-10-29,tr,2646120
2017-10-29,tw,1119506
2017-10-29,us,62734934
2017-10-29,uy,525499
2017-10-30,ar,7369910
2017-10-30,at,911365
2017-10-30,au,10165101
2017-10-30,be,1645827
2017-10-30,bo,313418
2017-10-30,br,18232862
2017-10-30,ca,8409062
2017-10-30,ch,1333671
2017-10-30,cl,6441500
2017-10-30,co,2106462
2017-10-30,cr,987446
2017-10-30,cz,603548
2017-10-30,de,17842497
2017-10-30,dk,3712723
2017-10-30,do,377113
2017-10-30,ec,857595
2017-10-30,es,9552972
2017-10-30,fi,3033170
2017-10-30,fr,10537615
2017-10-30,gb,17299298
2017-10-30,global,200939023
2017-10-30,gr,152410
2017-10-30,gt,496994
2017-10-30,hk,824809
2017-10-30,hn,204305
2017-10-30,hu,469898
2017-10-30,id,4302037
2017-10-30,ie,1608314
2017-10-30,is,219708
2017-10-30,it,7141905
2017-10-30,jp,1155839
2017-10-30,lt,97845
2017-10-30,lv,93727
2017-10-30,mx,15679592
2017-10-30,my,1959288
2017-10-30,nl,9509276
2017-10-30,no,4984235
2017-10-30,nz,2386364
2017-10-30,pa,331280
2017-10-30,pe,2970986
2017-10-30,ph,9165985
2017-10-30,pl,2114851
2017-10-30,pt,1211317
2017-10-30,py,415670
2017-10-30,se,7980187
2017-10-30,sg,2280144
2017-10-30,sk,136584
2017-10-30,sv,251385
2017-10-30,tr,2835214
2017-10-30,tw,1221172
2017-10-30,us,68144201
2017-10-30,uy,555842
2017-10-31,ar,7822793
2017-10-31,at,1068770
2017-10-31,au,10179296
2017-10-31,be,1678120
2017-10-31,bo,317818
2017-10-31,br,18818666
2017-10-31,ca,9311474
2017-10-31,ch,1378823
2017-10-31,cl,6653865
2017-10-31,co,2237822
2017-10-31,cr,1036204
2017-10-31,cz,608809
2017-10-31,de,17284776
2017-10-31,dk,3778432
2017-10-31,do,380442
2017-10-31,ec,915456
2017-10-31,es,10806526
2017-10-31,fi,3052296
2017-10-31,fr,10738869
2017-10-31,gb,17660436
2017-10-31,global,214639273
2017-10-31,gr,161442
2017-10-31,gt,532518
2017-10-31,hk,850092
2017-10-31,hn,210493
2017-10-31,hu,489566
2017-10-31,id,4349570
2017-10-31,ie,1827492
2017-10-31,is,226064
2017-10-31,it,7695888
2017-10-31,jp,1143540
2017-10-31,lt,105783
2017-10-31,lv,94307
2017-10-31,mx,16929482
2017-10-31,my,1947974
2017-10-31,nl,9550008
2017-10-31,no,4957227
2017-10-31,nz,2332526
2017-10-31,pa,359047
2017-10-31,pe,3153245
2017-10-31,ph,8520064
2017-10-31,pl,2230731
2017-10-31,pt,1201390
2017-10-31,py,475664
2017-10-31,se,7839955
2017-10-31,sg,2270461
2017-10-31,sk,141402
2017-10-31,sv,218012
2017-10-31,tr,2869678
2017-10-31,tw,1317756
2017-10-31,us,77920225
2017-10-31,uy,578739
2017-11-01,ar,7645009
2017-11-01,at,833505
2017-11-01,au,10539924
2017-11-01,be,1513071
2017-11-01,bo,334163
2017-11-01,br,20982859
2017-11-01,ca,8815345
2017-11-01,ch,1360983
2017-11-01,cl,5729612
2017-11-01,co,2190534
2017-11-01,cr,1045693
2017-11-01,cz,619216
2017-11-01,de,14988238
2017-11-01,dk,3848651
2017-11-01,do,397648
2017-11-01,ec,953877
2017-11-01,es,9435747
2017-11-01,fi,3092620
2017-11-01,fr,9181067
2017-11-01,gb,16895544
2017-11-01,global,205078975
2017-11-01,gr,162657
2017-11-01,gt,481739
2017-11-01,hk,835454
2017-11-01,hn,222424
2017-11-01,hu,344827
2017-11-01,id,4391668
2017-11-01,ie,1710759
2017-11-01,is,232326
2017-11-01,it,6380746
2017-11-01,jp,1163791
2017-11-01,lv,106617
2017-11-01,mx,17354920
2017-11-01,my,2019782
2017-11-01,nl,9591232
2017-11-01,no,5084634
2017-11-01,nz,2395506
2017-11-01,pa,374557
2017-11-01,pe,2825158
2017-11-01,ph,8141845
2017-11-01,pl,1893659
2017-11-01,pt,1132983
2017-11-01,py,485511
2017-11-01,se,8019534
2017-11-01,sg,2329131
2017-11-01,sk,108430
2017-11-01,sv,232476
2017-11-01,tr,2811155
2017-11-01,tw,1380550
2017-11-01,us,73105721
2017-11-01,uy,599309
2017-11-02,ar,7827055
2017-11-02,at,963968
2017-11-02,au,10685148
2017-11-02,be,1572945
2017-11-02,bo,297922
2017-11-02,br,22010974
2017-11-02,ca,9058482
2017-11-02,ch,1374121
2017-11-02,cl,6335219
2017-11-02,co,2350577
2017-11-02,cr,1066357
2017-11-02,cz,606113
2017-11-02,de,16047117
2017-11-02,dk,3907767
2017-11-02,do,422902
2017-11-02,ec,1032357
2017-11-02,es,10075578
2017-11-02,fi,3165595
2017-11-02,fr,9939621
2017-11-02,gb,17980544
2017-11-02,global,210895553
2017-11-02,gr,157791
2017-11-02,gt,493447
2017-11-02,hk,830033
2017-11-02,hn,238130
2017-11-02,hu,464368
2017-11-02,id,4369621
2017-11-02,ie,1848897
2017-11-02,is,234812
2017-11-02,it,7221061
2017-11-02,jp,1116020
2017-11-02,lt,94063
2017-11-02,lv,99994
2017-11-02,mx,16975709
2017-11-02,my,2002003
2017-11-02,nl,9553272
2017-11-02,no,5326908
2017-11-02,nz,2402110
2017-11-02,pa,437105
2017-11-02,pe,2937502
2017-11-02,ph,9294394
2017-11-02,pl,2204496
2017-11-02,pt,1276281
2017-11-02,py,528014
2017-11-02,se,8244536
2017-11-02,sg,2323358
2017-11-02,sk,111299
2017-11-02,sv,239218
2017-11-02,tr,2832086
2017-11-02,tw,1271979
2017-11-02,us,75204906
2017-11-02,uy,552321
2017-11-03,ar,8802850
2017-11-03,at,1037206
2017-11-03,au,10648164
2017-11-03,be,1652981
2017-11-03,bo,346463
2017-11-03,br,21414482
2017-11-03,ca,9543488
2017-11-03,ch,1521297
2017-11-03,cl,7095725
2017-11-03,co,2517300
2017-11-03,cr,1123982
2017-11-03,cz,646559
2017-11-03,de,18698936
2017-11-03,dk,4581297
2017-11-03,do,481786
2017-11-03,ec,972818
2017-11-03,ee,93100
2017-11-03,es,10868918
2017-11-03,fi,3748426
2017-11-03,fr,11117180
2017-11-03,gb,20487480
2017-11-03,global,227799432
2017-11-03,gr,174126
2017-11-03,gt,550036
2017-11-03,hk,828667
2017-11-03,hn,264684
2017-11-03,hu,486759
2017-11-03,id,4344973
2017-11-03,ie,1942369
2017-11-03,is,277037
2017-11-03,it,7777632
2017-11-03,jp,1265950
2017-11-03,lt,106262
2017-11-03,lv,117584
2017-11-03,mx,17902721
2017-11-03,my,2021045
2017-11-03,nl,10211546
2017-11-03,no,5944295
2017-11-03,nz,2576701
2017-11-03,pa,404786
2017-11-03,pe,3080899
2017-11-03,ph,9376798
2017-11-03,pl,2359824
2017-11-03,pt,1343010
2017-11-03,py,501115
2017-11-03,se,9834251
2017-11-03,sg,2316995
2017-11-03,sk,132555
2017-11-03,sv,254488
2017-11-03,tr,2874454
2017-11-03,tw,1311545
2017-11-03,us,81718886
2017-11-03,uy,660591
2017-11-04,ar,9463544
2017-11-04,at,979111
2017-11-04,au,10222656
2017-11-04,be,1604279
2017-11-04,bo,331380
2017-11-04,br,21017231
2017-11-04,ca,8831397
2017-11-04,ch,1476569
2017-11-04,cl,6613812
2017-11-04,co,2436961
2017-11-04,cr,1090631
2017-11-04,cz,583605
2017-11-04,de,17972952
2017-11-04,dk,3698451
2017-11-04,do,488397
2017-11-04,ec,944208
2017-11-04,es,11223276
2017-11-04,fi,3624029
2017-11-04,fr,10150144
2017-11-04,gb,19155752
2017-11-04,global,213218761
2017-11-04,gr,190670
2017-11-04,gt,520900
2017-11-04,hk,805932
2017-11-04,hn,275549
2017-11-04,hu,376105
2017-11-04,id,4159268
2017-11-04,ie,1810650
2017-11-04,is,225724
2017-11-04,it,7671421
2017-11-04,jp,1226895
2017-11-04,lv,106209
2017-11-04,mx,18602602
2017-11-04,my,1819321
2017-11-04,nl,9194408
2017-11-04,no,5318699
2017-11-04,nz,2383132
2017-11-04,pa,351796
2017-11-04,pe,3087116
2017-11-04,ph,8711078
2017-11-04,pl,2404639
2017-11-04,pt,1288552
2017-11-04,py,476817
2017-11-04,se,9072236
2017-11-04,sg,2068535
2017-11-04,sk,116330
2017-11-04,sv,244016
2017-11-04,tr,2867251
2017-11-04,tw,1200092
2017-11-04,us,72703389
2017-11-04,uy,651901
2017-11-05,ar,7979190
2017-11-05,at,837700
2017-11-05,au,10017764
2017-11-05,be,1426046
2017-11-05,bo,251381
2017-11-05,br,16273921
2017-11-05,ca,7913105
2017-11-05,ch,1176391
2017-11-05,cl,6069884
2017-11-05,co,2130777
2017-11-05,cr,921618
2017-11-05,cz,551727
2017-11-05,de,14728479
2017-11-05,dk,3325708
2017-11-05,do,428280
2017-11-05,ec,924998
2017-11-05,es,9443680
2017-11-05,fi,2805296
2017-11-05,fr,8820315
2017-11-05,gb,16546576
2017-11-05,global,188181354
2017-11-05,gr,157756
2017-11-05,gt,449103
2017-11-05,hk,773235
2017-11-05,hn,234644
2017-11-05,hu,316401
2017-11-05,id,4174980
2017-11-05,ie,1625278
2017-11-05,is,169114
2017-11-05,it,6088825
2017-11-05,jp,1302094
2017-11-05,lv,90482
2017-11-05,mx,16027800
2017-11-05,my,1801232
2017-11-05,nl,8185074
2017-11-05,no,4455734
2017-11-05,nz,2319180
2017-11-05,pa,328840
2017-11-05,pe,2818509
2017-11-05,ph,8413321
2017-11-05,pl,2127832
2017-11-05,pt,1106128
2017-11-05,py,446556
2017-11-05,se,7388460
2017-11-05,sg,2031461
2017-11-05,sk,95083
2017-11-05,sv,207414
2017-11-05,tr,2661297
2017-11-05,tw,1190490
2017-11-05,us,64697197
2017-11-05,uy,552084
2017-11-06,ar,7505029
2017-11-06,at,883824
2017-11-06,au,10313372
2017-11-06,be,1379482
2017-11-06,bo,314527
2017-11-06,br,17922347
2017-11-06,ca,8755827
2017-11-06,ch,1317209
2017-11-06,cl,6569429
2017-11-06,co,2158931
2017-11-06,cr,1019572
2017-11-06,cz,589641
2017-11-06,de,15212921
2017-11-06,dk,3717047
2017-11-06,do,421303
2017-11-06,ec,889149
2017-11-06,es,9524425
2017-11-06,fi,3002224
2017-11-06,fr,9239724
2017-11-06,gb,18017828
2017-11-06,global,204892897
2017-11-06,gr,147959
2017-11-06,gt,502690
2017-11-06,hk,824313
2017-11-06,hn,218466
2017-11-06,hu,396393
2017-11-06,id,4473883
2017-11-06,ie,1707218
2017-11-06,is,225569
2017-11-06,it,6764472
2017-11-06,jp,1204302
2017-11-06,lv,98304
2017-11-06,mx,16557437
